uid,namedLocation,siteID,domainID,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,dataQF
"0357e84d-90f8-4e49-b614-6d5c4861b8b9","HARV_006.tickPlot.tck","HARV","D01","HARV_006","2016-08-18T13:11Z","2017-03-15T16:00Z","HARV_006.20160818","HARV_006.20160818.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2016-11-01.pdf",,,"Larva",7,"OK","RNA stabilization buffer","USNMENT00984064","HARV_006.20160818.01.L","Guy Hobbs","Georgia Southern University",,
"0143f64e-da3b-4b64-be57-1b6afa73b9cf","HARV_026.tickPlot.tck","HARV","D01","HARV_026","2016-08-18T13:56Z","2017-03-15T16:00Z","HARV_026.20160818","HARV_026.20160818.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Nymph",2,"OK","RNA stabilization buffer","USNMENT00984067","HARV_026.20160818.01.IXOSCA.N","Lorenza Beati","Georgia Southern University",,
"696e3f68-c48a-4ae6-981d-f62e0986005e","HARV_001.tickPlot.tck","HARV","D01","HARV_001","2016-08-18T15:00Z","2017-03-15T16:00Z","HARV_001.20160818","HARV_001.20160818.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Nymph",1,"OK","RNA stabilization buffer","USNMENT00984060","HARV_001.20160818.01.IXOSCA.N","Lorenza Beati","Georgia Southern University",,
"60f18a55-0c1d-4b7f-adc0-df28d4fe0c21","HARV_001.tickPlot.tck","HARV","D01","HARV_001","2016-08-18T15:00Z","2017-03-15T16:00Z","HARV_001.20160818","HARV_001.20160818.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2016-11-01.pdf",,,"Larva",83,"OK","RNA stabilization buffer","USNMENT00984061","HARV_001.20160818.01.L","Guy Hobbs","Georgia Southern University",,
"882e6a75-6e2d-49ed-977d-22685d948b09","HARV_020.tickPlot.tck","HARV","D01","HARV_020","2016-08-18T17:00Z","2017-03-15T16:00Z","HARV_020.20160818","HARV_020.20160818.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Nymph",1,"OK","RNA stabilization buffer","USNMENT00984062","HARV_020.20160818.01.IXOSCA.N","Lorenza Beati","Georgia Southern University",,
"15a37719-b528-4d3c-91d4-1eeadf3ba7c8","HARV_020.tickPlot.tck","HARV","D01","HARV_020","2016-08-18T17:00Z","2017-03-15T16:00Z","HARV_020.20160818","HARV_020.20160818.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2016-11-01.pdf",,,"Larva",5,"OK","RNA stabilization buffer","USNMENT00984063","HARV_020.20160818.01.L","Guy Hobbs","Georgia Southern University",,
"794ce847-4df2-4499-8b89-07fac3189f00","HARV_004.tickPlot.tck","HARV","D01","HARV_004","2016-08-18T17:40Z","2017-03-15T16:00Z","HARV_004.20160818","HARV_004.20160818.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2016-11-01.pdf",,,"Larva",6,"OK","RNA stabilization buffer","USNMENT00984068","HARV_004.20160818.01.L","Guy Hobbs","Georgia Southern University",,
"91ea3fee-f320-40e6-a471-ba323f751946","HARV_004.tickPlot.tck","HARV","D01","HARV_004","2016-08-18T17:40Z","2017-03-15T16:00Z","HARV_004.20160818","HARV_004.20160818.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Nymph",1,"OK","RNA stabilization buffer","USNMENT00984069","HARV_004.20160818.01.IXOSCA.N","Lorenza Beati","Georgia Southern University",,
"6fde8a5b-abf5-4885-88e1-abc634e5a321","HARV_022.tickPlot.tck","HARV","D01","HARV_022","2016-08-18T18:26Z","2017-03-15T16:00Z","HARV_022.20160818","HARV_022.20160818.01.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2016-11-01.pdf",,,"Larva",444,"OK","RNA stabilization buffer","USNMENT00984065",,"Guy Hobbs","Georgia Southern University",,
"b2f7c272-06c8-4ecc-80a2-51a126282748","HARV_022.tickPlot.tck","HARV","D01","HARV_022","2016-08-18T18:26Z","2017-03-15T16:00Z","HARV_022.20160818","HARV_022.20160818.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Nymph",2,"OK","RNA stabilization buffer","USNMENT00984066","HARV_022.20160818.01.IXOSCA.N","Lorenza Beati","Georgia Southern University",,
