uid,namedLocation,siteID,domainID,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,dataQF
"ffcceecb-741c-45e7-a70f-4c1898738b10","SCBI_006.tickPlot.tck","SCBI","D02","SCBI_006","2022-07-13T15:03Z","2022-09-01T16:00Z","SCBI_006.20220713","SCBI_006.20220713.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Cooley, R. A. 1938. The genera Dermacentor and Otocentor (Ixodidae) in the United States, with studies in variation. US Government Printing Office.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Female",1,"OK","95% ethanol","USNMENT1786058",,"L. Beati","Georgia Southern University",,
"d33d7188-1029-438d-b672-bd417f1372e9","SCBI_006.tickPlot.tck","SCBI","D02","SCBI_006","2022-07-13T15:03Z","2022-09-01T16:00Z","SCBI_006.20220713","SCBI_006.20220713.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",,,,"Haemaphysalis",,"longicornis",,,"Egizi, A.M., et al. (2019). A pictorial key to differentiate the recently detected exotic Haemaphysalis longicornis Neumann, 1901 (Acari, Ixodidae) from native congeners in North America. ZooKeys 818, 117-128. doi: 10.3897/zookeys.818.30448","GSU_tickIdentification_SOP_2021.pdf",,,"Nymph",1,"OK","95% ethanol","USNMENT1786023",,"L. Beati","Georgia Southern University",,
"9e75b2df-5437-4bd6-8cbf-efda665a120f","SCBI_014.tickPlot.tck","SCBI","D02","SCBI_014","2022-07-13T15:07Z","2022-09-01T16:00Z","SCBI_014.20220713","SCBI_014.20220713.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Keirans, J. E., and L. A. Durden. 1998. Illustrated Key to Nymphs of the Tick Genus Amblyomma (Acari: Ixodidae) Found in the United States. Journal of Medical Entomology, 35:489–495.","GSU_tickIdentification_SOP_2021.pdf",,"Linnaeus","Nymph",2,"OK","95% ethanol","USNMENT1786115",,"L. Beati","Georgia Southern University",,
"3306a228-37b6-484b-83a9-61ea87d8835c","SCBI_014.tickPlot.tck","SCBI","D02","SCBI_014","2022-07-13T15:07Z","2022-09-01T16:00Z","SCBI_014.20220713","SCBI_014.20220713.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",49,"OK","95% ethanol","USNMENT1786125",,"L. Beati","Georgia Southern University",,
"ba7c5077-fc61-423a-a2cd-cfd1e9115971","SCBI_014.tickPlot.tck","SCBI","D02","SCBI_014","2022-07-13T15:07Z","2022-09-01T16:00Z","SCBI_014.20220713","SCBI_014.20220713.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",,,,"Haemaphysalis",,"longicornis",,,"Egizi, A.M., et al. (2019). A pictorial key to differentiate the recently detected exotic Haemaphysalis longicornis Neumann, 1901 (Acari, Ixodidae) from native congeners in North America. ZooKeys 818, 117-128. doi: 10.3897/zookeys.818.30448","GSU_tickIdentification_SOP_2021.pdf",,,"Nymph",2,"OK","95% ethanol","USNMENT1786095",,"L. Beati","Georgia Southern University",,
"625dfa00-39d9-4366-8ad4-1b736695e42b","SCBI_002.tickPlot.tck","SCBI","D02","SCBI_002","2022-07-13T16:24Z","2022-09-01T16:00Z","SCBI_002.20220713","SCBI_002.20220713.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Durden, L.A. & Keirans, J.E. (1996). Nymphs of the genus Ixodes (Acari: Ixodidae) in the US. Taxonomy, ID Key, Distribution, Hosts, and Medical/Veterinary Importance. Thomas Say Publications in Entomology: Monographs. Entomological Society of America.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Nymph",4,"OK","95% ethanol","USNMENT1786030",,"L. Beati","Georgia Southern University",,
"f3e4119a-adf8-4fcb-8416-37c892ca88c6","SCBI_002.tickPlot.tck","SCBI","D02","SCBI_002","2022-07-13T16:24Z","2022-09-01T16:00Z","SCBI_002.20220713","SCBI_002.20220713.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Keirans, J. E., and L. A. Durden. 1998. Illustrated Key to Nymphs of the Tick Genus Amblyomma (Acari: Ixodidae) Found in the United States. Journal of Medical Entomology, 35:489–495.","GSU_tickIdentification_SOP_2021.pdf",,"Linnaeus","Nymph",1,"OK","95% ethanol","USNMENT1786049",,"L. Beati","Georgia Southern University",,
"d6489466-99ae-4357-b562-2e62f54abbcf","SCBI_002.tickPlot.tck","SCBI","D02","SCBI_002","2022-07-13T16:24Z","2022-09-01T16:00Z","SCBI_002.20220713","SCBI_002.20220713.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Cooley, R. A. 1938. The genera Dermacentor and Otocentor (Ixodidae) in the United States, with studies in variation. US Government Printing Office.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Female",1,"OK","95% ethanol","USNMENT1786080",,"L. Beati","Georgia Southern University",,
"ae47862c-d734-4232-a481-4459d037bf42","SCBI_002.tickPlot.tck","SCBI","D02","SCBI_002","2022-07-13T16:24Z","2022-09-01T16:00Z","SCBI_002.20220713","SCBI_002.20220713.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",48,"OK","95% ethanol","USNMENT1786072",,"L. Beati","Georgia Southern University",,
"e25712fd-f089-463a-8386-fd40fcb2e4c7","SCBI_013.tickPlot.tck","SCBI","D02","SCBI_013","2022-07-13T17:00Z","2022-09-01T16:00Z","SCBI_013.20220713","SCBI_013.20220713.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",132,"OK","95% ethanol","USNMENT1786118",,"L. Beati","Georgia Southern University",,
