uid,namedLocation,siteID,domainID,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,dataQF
"2a2f8ed6-1f98-4ac4-b0e6-2c38127cde63","SCBI_007.tickPlot.tck","SCBI","D02","SCBI_007","2016-07-11T15:19Z","2017-05-19T16:00Z","SCBI_007.20160711","SCBI_007.20160711.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",2,"OK","RNA stabilization buffer","USNMENT00984233","SCBI_007.20160711.2.AMBAME.N","Lorenza Beati","Georgia Southern University",,
"b7da0bc9-1379-4e13-b887-4d6b99aa5849","SCBI_007.tickPlot.tck","SCBI","D02","SCBI_007","2016-07-11T15:19Z","2017-04-07T16:00Z","SCBI_007.20160711","SCBI_007.20160711.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2016-11-01.pdf",,,"Larva",13,"OK","RNA stabilization buffer","USNMENT00984241","SCBI_007.20160711.2.L","Guy Hobbs","Georgia Southern University",,
"fb12fcf1-7560-4c5a-945e-917bd4f9e9d4","SCBI_002.tickPlot.tck","SCBI","D02","SCBI_002","2016-07-11T17:28Z","2017-05-19T16:00Z","SCBI_002.20160711","SCBI_002.20160711.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Nymph",3,"OK","RNA stabilization buffer","USNMENT00984227","SCBI_002.20160711.1.IXOSCA.N","Lorenza Beati","Georgia Southern University",,
"e75773c9-a80c-4f6a-94f4-6e4d4d27422d","SCBI_006.tickPlot.tck","SCBI","D02","SCBI_006","2016-07-11T18:35Z","2017-04-06T16:00Z","SCBI_006.20160711","SCBI_006.20160711.DERVAR.M","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Male",2,"OK","RNA stabilization buffer","USNMENT00984231","SCBI_006.20160711.1.DERVAR.M","Guy Hobbs","Georgia Southern University",,
"7f814431-3430-4afd-8a6b-98ecbf8e28f4","SCBI_006.tickPlot.tck","SCBI","D02","SCBI_006","2016-07-11T18:35Z","2017-04-06T16:00Z","SCBI_006.20160711","SCBI_006.20160711.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Female",1,"OK","RNA stabilization buffer","USNMENT00984232","SCBI_006.20160711.1.DERVAR.F","Guy Hobbs","Georgia Southern University",,
"89e60125-576a-41d1-96c9-7ea488680eb9","SCBI_006.tickPlot.tck","SCBI","D02","SCBI_006","2016-07-11T18:35Z","2017-05-19T16:00Z","SCBI_006.20160711","SCBI_006.20160711.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",2,"OK","RNA stabilization buffer","USNMENT00984230","SCBI_006.20160711.1.AMBAME.N","Lorenza Beati","Georgia Southern University",,
"20788bc2-0dd6-44ed-b822-c7cd1c22cc56","SCBI_039.tickPlot.tck","SCBI","D02","SCBI_039","2016-07-11T19:29Z","2017-04-06T16:00Z","SCBI_039.20160711","SCBI_039.20160711.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Female",6,"OK","RNA stabilization buffer","USNMENT00984237","SCBI_039.20160711.1.DERVAR.F","Guy Hobbs","Georgia Southern University",,
"1ea97f33-147f-46ed-9eb5-eb722c8dca3a","SCBI_039.tickPlot.tck","SCBI","D02","SCBI_039","2016-07-11T19:29Z","2017-04-06T16:00Z","SCBI_039.20160711","SCBI_039.20160711.DERVAR.M","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Male",4,"OK","RNA stabilization buffer","USNMENT00984236","SCBI_039.20160711.1.DERVAR.M","Guy Hobbs","Georgia Southern University",,
"324cf95b-923d-46c8-b653-954ba3506cbf","SCBI_005.tickPlot.tck","SCBI","D02","SCBI_005","2016-07-12T16:47Z","2017-04-06T16:00Z","SCBI_005.20160712","SCBI_005.20160712.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Female",1,"OK","RNA stabilization buffer","USNMENT00984229","SCBI_005.20160712.1.DERVAR.F","Guy Hobbs","Georgia Southern University",,
"51e943a7-4c4a-4ce8-97da-2b035653495d","SCBI_005.tickPlot.tck","SCBI","D02","SCBI_005","2016-07-12T16:47Z","2017-04-06T16:00Z","SCBI_005.20160712","SCBI_005.20160712.DERVAR.M","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Say","Male",3,"OK","RNA stabilization buffer","USNMENT00984228","SCBI_005.20160712.1.DERVAR.M","Guy Hobbs","Georgia Southern University",,
