uid,namedLocation,siteID,domainID,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,dataQF
"ccee02f3-9fee-4e28-9b7e-41b6cb21eac1","BLAN_020.tickPlot.tck","BLAN","D02","BLAN_020","2021-09-07T15:18Z","2021-12-24T17:00Z","BLAN_020.20210907","BLAN_020.20210907.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",,,,"Haemaphysalis",,"longicornis",,,"Egizi, A.M., et al. (2019). A pictorial key to differentiate the recently detected exotic Haemaphysalis longicornis Neumann, 1901 (Acari, Ixodidae) from native congeners in North America. ZooKeys 818, 117-128. doi: 10.3897/zookeys.818.30448","GSU_tickIdentification_SOP_2021.pdf",,,"Nymph",1,"OK","95% ethanol","USNMENT1511225",,"L. Beati","Georgia Southern University",,
"bd67181f-eed3-453c-8f9b-b1b23ff13d1a","BLAN_020.tickPlot.tck","BLAN","D02","BLAN_020","2021-09-07T15:18Z","2021-12-24T17:00Z","BLAN_020.20210907","BLAN_020.20210907.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",1177,"OK","95% ethanol","USNMENT1511269",,"L. Beati","Georgia Southern University",,
"1159238b-4994-4836-ae5f-f0b1c16a08f6","BLAN_004.tickPlot.tck","BLAN","D02","BLAN_004","2021-09-07T16:49Z","2021-12-24T17:00Z","BLAN_004.20210907","BLAN_004.20210907.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",1,"OK","95% ethanol","USNMENT1511217",,"L. Beati","Georgia Southern University",,
"babe04bf-51c0-4e12-a4e7-097fc3a6b699","BLAN_015.tickPlot.tck","BLAN","D02","BLAN_015","2021-09-07T17:32Z","2021-12-24T17:00Z","BLAN_015.20210907","BLAN_015.20210907.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Keirans, J. E., and L. A. Durden. 1998. Illustrated Key to Nymphs of the Tick Genus Amblyomma (Acari: Ixodidae) Found in the United States. Journal of Medical Entomology, 35:489–495.","GSU_tickIdentification_SOP_2021.pdf",,"Linnaeus","Nymph",1,"OK","95% ethanol","USNMENT1511278",,"L. Beati","Georgia Southern University",,
"edf6990d-29f3-47a5-a5da-587c0c4c9a1e","BLAN_015.tickPlot.tck","BLAN","D02","BLAN_015","2021-09-07T17:32Z","2021-12-24T17:00Z","BLAN_015.20210907","BLAN_015.20210907.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",6,"OK","95% ethanol","USNMENT1511231",,"L. Beati","Georgia Southern University",,
"59952220-5135-4b73-9697-344fbe8e12fc","BLAN_012.tickPlot.tck","BLAN","D02","BLAN_012","2021-09-07T18:04Z","2021-12-24T17:00Z","BLAN_012.20210907","BLAN_012.20210907.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Keirans, J. E., and L. A. Durden. 1998. Illustrated Key to Nymphs of the Tick Genus Amblyomma (Acari: Ixodidae) Found in the United States. Journal of Medical Entomology, 35:489–495.","GSU_tickIdentification_SOP_2021.pdf",,"Linnaeus","Nymph",2,"OK","95% ethanol","USNMENT1511253",,"L. Beati","Georgia Southern University",,
"74eb5eed-7d34-4363-a9c8-a06cfe5a85f5","BLAN_012.tickPlot.tck","BLAN","D02","BLAN_012","2021-09-07T18:04Z","2021-12-24T17:00Z","BLAN_012.20210907","BLAN_012.20210907.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",7,"OK","95% ethanol","USNMENT1511200",,"L. Beati","Georgia Southern University",,
"f5733d18-d39f-4092-aee5-016d10c81047","BLAN_012.tickPlot.tck","BLAN","D02","BLAN_012","2021-09-07T18:04Z","2021-12-24T17:00Z","BLAN_012.20210907","BLAN_012.20210907.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Durden, L.A. & Keirans, J.E. (1996). Nymphs of the genus Ixodes (Acari: Ixodidae) in the US. Taxonomy, ID Key, Distribution, Hosts, and Medical/Veterinary Importance. Thomas Say Publications in Entomology: Monographs. Entomological Society of America.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Nymph",1,"OK","95% ethanol","USNMENT1511263",,"L. Beati","Georgia Southern University",,
"f5f4eafd-0f7b-4f45-b94d-0abdf59941d5","BLAN_005.tickPlot.tck","BLAN","D02","BLAN_005","2021-09-07T18:31Z","2021-12-24T17:00Z","BLAN_005.20210907","BLAN_005.20210907.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Keirans, J. E., and L. A. Durden. 1998. Illustrated Key to Nymphs of the Tick Genus Amblyomma (Acari: Ixodidae) Found in the United States. Journal of Medical Entomology, 35:489–495.","GSU_tickIdentification_SOP_2021.pdf",,"Linnaeus","Nymph",1,"OK","95% ethanol","USNMENT1511221",,"L. Beati","Georgia Southern University",,
"55a11c81-a0e7-497f-8b6e-362cacfb0b2f","BLAN_005.tickPlot.tck","BLAN","D02","BLAN_005","2021-09-07T18:31Z","2021-12-24T17:00Z","BLAN_005.20210907","BLAN_005.20210907.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Durden, L.A. & Keirans, J.E. (1996). Nymphs of the genus Ixodes (Acari: Ixodidae) in the US. Taxonomy, ID Key, Distribution, Hosts, and Medical/Veterinary Importance. Thomas Say Publications in Entomology: Monographs. Entomological Society of America.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Nymph",1,"OK","95% ethanol","USNMENT1511258",,"L. Beati","Georgia Southern University",,
"9e9140a3-7f34-4296-8a87-ef8c57f9335b","BLAN_005.tickPlot.tck","BLAN","D02","BLAN_005","2021-09-07T18:31Z","2021-12-24T17:00Z","BLAN_005.20210907","BLAN_005.20210907.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",528,"OK","95% ethanol","USNMENT1511273",,"L. Beati","Georgia Southern University",,
"dfe5aea7-add9-4eb4-a427-2ec8fb10131b","BLAN_005.tickPlot.tck","BLAN","D02","BLAN_005","2021-09-07T18:31Z","2021-12-24T17:00Z","BLAN_005.20210907","BLAN_005.20210907.IXOMUR.N","Ixodes muris","IXOMUR","species","Ixodidae",,,,"Ixodes",,"muris",,,"Durden, L.A. & Keirans, J.E. (1996). Nymphs of the genus Ixodes (Acari: Ixodidae) in the US. Taxonomy, ID Key, Distribution, Hosts, and Medical/Veterinary Importance. Thomas Say Publications in Entomology: Monographs. Entomological Society of America.","GSU_tickIdentification_SOP_2021.pdf",,"Bishopp & Smith","Nymph",1,"OK","95% ethanol","USNMENT1511246",,"L. Beati","Georgia Southern University",,
