uid,namedLocation,siteID,domainID,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,dataQF
"83f8868d-bff6-45a7-b19b-0db1a7cd65e6","BLAN_015.tickPlot.tck","BLAN","D02","BLAN_015","2021-05-26T15:25Z","2021-09-28T16:00Z","BLAN_015.20210526","BLAN_015.20210526.DERVAR.M","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Cooley, R. A. 1938. The genera Dermacentor and Otocentor (Ixodidae) in the United States, with studies in variation. US Government Printing Office.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Male",1,"OK","95% ethanol","USNMENT1511381",,"L. Beati","Georgia Southern University",,
"39d61b1c-9f50-43ed-b765-362a4927ecf4","BLAN_015.tickPlot.tck","BLAN","D02","BLAN_015","2021-05-26T15:25Z","2021-09-28T16:00Z","BLAN_015.20210526","BLAN_015.20210526.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Durden, L.A. & Keirans, J.E. (1996). Nymphs of the genus Ixodes (Acari: Ixodidae) in the US. Taxonomy, ID Key, Distribution, Hosts, and Medical/Veterinary Importance. Thomas Say Publications in Entomology: Monographs. Entomological Society of America.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Nymph",2,"OK","95% ethanol","USNMENT1511339",,"L. Beati","Georgia Southern University",,
"c2fb055b-d050-4489-900d-9a6732c4d4e3","BLAN_012.tickPlot.tck","BLAN","D02","BLAN_012","2021-05-26T16:38Z","2021-09-28T16:00Z","BLAN_012.20210526","BLAN_012.20210526.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Durden, L.A. & Keirans, J.E. (1996). Nymphs of the genus Ixodes (Acari: Ixodidae) in the US. Taxonomy, ID Key, Distribution, Hosts, and Medical/Veterinary Importance. Thomas Say Publications in Entomology: Monographs. Entomological Society of America.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Nymph",1,"OK","95% ethanol","USNMENT1511338",,"L. Beati","Georgia Southern University",,
"b3184d3e-8d3a-4f34-8690-2930f4135c2f","BLAN_005.tickPlot.tck","BLAN","D02","BLAN_005","2021-05-26T17:55Z","2021-09-28T16:00Z","BLAN_005.20210526","BLAN_005.20210526.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Keirans, J. E., and L. A. Durden. 1998. Illustrated Key to Nymphs of the Tick Genus Amblyomma (Acari: Ixodidae) Found in the United States. Journal of Medical Entomology, 35:489–495.","GSU_tickIdentification_SOP_2021.pdf",,"Linnaeus","Nymph",1,"OK","95% ethanol","USNMENT1511384",,"L. Beati","Georgia Southern University",,
"18d40d8c-4bfb-4ed0-af32-871c85c56388","BLAN_005.tickPlot.tck","BLAN","D02","BLAN_005","2021-05-26T17:55Z","2021-09-28T16:00Z","BLAN_005.20210526","BLAN_005.20210526.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Durden, L.A. & Keirans, J.E. (1996). Nymphs of the genus Ixodes (Acari: Ixodidae) in the US. Taxonomy, ID Key, Distribution, Hosts, and Medical/Veterinary Importance. Thomas Say Publications in Entomology: Monographs. Entomological Society of America.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Nymph",22,"OK","95% ethanol","USNMENT1511334",,"L. Beati","Georgia Southern University",,
"39f41b47-029d-4879-89bc-831f8fa3d1ce","BLAN_020.tickPlot.tck","BLAN","D02","BLAN_020","2021-05-27T16:37Z","2021-09-28T16:00Z","BLAN_020.20210527","BLAN_020.20210527.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",,,,"Haemaphysalis",,"longicornis",,,"Egizi, A.M., et al. (2019). A pictorial key to differentiate the recently detected exotic Haemaphysalis longicornis Neumann, 1901 (Acari, Ixodidae) from native congeners in North America. ZooKeys 818, 117-128. doi: 10.3897/zookeys.818.30448","GSU_tickIdentification_SOP_2021.pdf",,,"Nymph",1,"OK","95% ethanol","USNMENT1511363",,"L. Beati","Georgia Southern University",,
