uid,namedLocation,siteID,domainID,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,dataQF
"9155f5bd-f773-4831-b4c4-4cd1798f1421","SCBI_006.tickPlot.tck","SCBI","D02","SCBI_006","2021-03-29T16:57Z","2022-01-05T17:00Z","SCBI_006.20210329","SCBI_006.20210329.DERVAR.M","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Cooley, R. A. 1938. The genera Dermacentor and Otocentor (Ixodidae) in the United States, with studies in variation. US Government Printing Office.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Male",1,"OK","95% ethanol","USNMENT1511359",,"L. Beati","Georgia Southern University",,
"069f0b1a-d181-4699-916d-24d33930f8c0","SCBI_006.tickPlot.tck","SCBI","D02","SCBI_006","2021-03-29T16:57Z","2022-01-05T17:00Z","SCBI_006.20210329","SCBI_006.20210329.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",,,,"Haemaphysalis",,"longicornis",,,"Egizi, A.M., et al. (2019). A pictorial key to differentiate the recently detected exotic Haemaphysalis longicornis Neumann, 1901 (Acari, Ixodidae) from native congeners in North America. ZooKeys 818, 117-128. doi: 10.3897/zookeys.818.30448","GSU_tickIdentification_SOP_2021.pdf",,,"Nymph",8,"OK","95% ethanol","USNMENT1511342",,"L. Beati","Georgia Southern University",,
"af16a7c7-5313-427e-9378-ef90bfcbf178","SCBI_002.tickPlot.tck","SCBI","D02","SCBI_002","2021-03-29T17:55Z","2022-01-05T17:00Z","SCBI_002.20210329","SCBI_002.20210329.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2021.pdf",,"Linnaeus","Male",1,"OK","95% ethanol","USNMENT1511386",,"L. Beati","Georgia Southern University",,
"7dffd14b-aed4-428b-836e-1bbefbdfb487","SCBI_002.tickPlot.tck","SCBI","D02","SCBI_002","2021-03-29T17:55Z","2022-01-05T17:00Z","SCBI_002.20210329","SCBI_002.20210329.IXOSCA.M","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Male",1,"OK","95% ethanol","USNMENT1511371",,"L. Beati","Georgia Southern University",,
"94eb259a-d245-4bf7-9068-6ed79738176c","SCBI_007.tickPlot.tck","SCBI","D02","SCBI_007","2021-03-30T19:51Z","2022-01-05T17:00Z","SCBI_007.20210330","SCBI_007.20210330.IXOSCA.M","Ixodes scapularis","IXOSCA","species","Ixodidae",,,,"Ixodes",,"scapularis",,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Male",1,"OK","95% ethanol","USNMENT1511383",,"L. Beati","Georgia Southern University",,
