uid,namedLocation,siteID,domainID,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,dataQF
"5cf5b2c3-f8a2-46a4-822e-513416060df9","SCBI_014.tickPlot.tck","SCBI","D02","SCBI_014","2023-04-17T15:33Z","2023-08-24T16:00Z","SCBI_014.20230417","SCBI_014.20230417.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2021.pdf",,"Linnaeus","Female",1,"OK","95% ethanol","USNMENT1786625",,"L. Beati","Georgia Southern University",,
"3a551848-9264-422c-a59e-6092ed7467b2","SCBI_014.tickPlot.tck","SCBI","D02","SCBI_014","2023-04-17T15:33Z","2023-08-24T16:00Z","SCBI_014.20230417","SCBI_014.20230417.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",2,"OK","95% ethanol","USNMENT1786644",,"L. Beati","Georgia Southern University",,
"a8d3ed8c-28c1-4b43-8468-7686526b2885","SCBI_014.tickPlot.tck","SCBI","D02","SCBI_014","2023-04-17T15:33Z","2023-08-24T16:00Z","SCBI_014.20230417","SCBI_014.20230417.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",,,,"Haemaphysalis",,"longicornis",,,"Egizi, A.M., et al. (2019). A pictorial key to differentiate the recently detected exotic Haemaphysalis longicornis Neumann, 1901 (Acari, Ixodidae) from native congeners in North America. ZooKeys 818, 117-128. doi: 10.3897/zookeys.818.30448","GSU_tickIdentification_SOP_2021.pdf",,,"Nymph",27,"OK","95% ethanol","USNMENT1786646",,"L. Beati","Georgia Southern University",,
"b24b9a7f-67d1-44ce-adbe-de34112fb88b","SCBI_014.tickPlot.tck","SCBI","D02","SCBI_014","2023-04-17T15:33Z","2023-08-24T16:00Z","SCBI_014.20230417","SCBI_014.20230417.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2021.pdf",,"Linnaeus","Male",1,"OK","95% ethanol","USNMENT1786629",,"L. Beati","Georgia Southern University",,
"3bfc29eb-43e5-4848-91ab-29533fdbf9bd","SCBI_006.tickPlot.tck","SCBI","D02","SCBI_006","2023-04-17T19:04Z","2023-08-24T16:00Z","SCBI_006.20230417","SCBI_006.20230417.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",,,,"Haemaphysalis",,"longicornis",,,"Egizi, A.M., et al. (2019). A pictorial key to differentiate the recently detected exotic Haemaphysalis longicornis Neumann, 1901 (Acari, Ixodidae) from native congeners in North America. ZooKeys 818, 117-128. doi: 10.3897/zookeys.818.30448","GSU_tickIdentification_SOP_2021.pdf",,,"Nymph",28,"OK","95% ethanol","USNMENT1786669",,"L. Beati","Georgia Southern University",,
"b2f19d24-8730-4cf7-a73d-a0a67cd1fab7","SCBI_006.tickPlot.tck","SCBI","D02","SCBI_006","2023-04-17T19:04Z","2023-08-24T16:00Z","SCBI_006.20230417","SCBI_006.20230417.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",32,"OK","95% ethanol","USNMENT1786632",,"L. Beati","Georgia Southern University",,
"b2381797-0e74-4125-bc3b-d1c9ce267bf7","SCBI_002.tickPlot.tck","SCBI","D02","SCBI_002","2023-04-19T17:12Z","2023-08-24T16:00Z","SCBI_002.20230419","SCBI_002.20230419.DERVAR.M","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Cooley, R. A. 1938. The genera Dermacentor and Otocentor (Ixodidae) in the United States, with studies in variation. US Government Printing Office.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Male",1,"OK","95% ethanol","USNMENT1786583",,"L. Beati","Georgia Southern University",,
"7807c2e5-aea3-44c8-a41b-c668ab256f76","SCBI_002.tickPlot.tck","SCBI","D02","SCBI_002","2023-04-19T17:12Z","2023-08-24T16:00Z","SCBI_002.20230419","SCBI_002.20230419.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",,,,"Dermacentor",,"variabilis",,,"Cooley, R. A. 1938. The genera Dermacentor and Otocentor (Ixodidae) in the United States, with studies in variation. US Government Printing Office.","GSU_tickIdentification_SOP_2021.pdf",,"Say","Female",1,"OK","95% ethanol","USNMENT1786619",,"L. Beati","Georgia Southern University",,
"ca10956a-b838-47f8-84fb-db3f63d7f3ba","SCBI_007.tickPlot.tck","SCBI","D02","SCBI_007","2023-04-19T18:32Z","2023-08-24T16:00Z","SCBI_007.20230419","SCBI_007.20230419.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",,,,"Haemaphysalis",,"longicornis",,,"Egizi, A.M., et al. (2019). A pictorial key to differentiate the recently detected exotic Haemaphysalis longicornis Neumann, 1901 (Acari, Ixodidae) from native congeners in North America. ZooKeys 818, 117-128. doi: 10.3897/zookeys.818.30448","GSU_tickIdentification_SOP_2021.pdf",,,"Nymph",1,"OK","95% ethanol","USNMENT1786617",,"L. Beati","Georgia Southern University",,
