uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF
"033e6357-e918-43c6-b46b-f7615028ef9d","BLAN_012.tickPlot.tck","D02","BLAN","BLAN_012","distributed","deciduousForest",39.082719,-77.959590,"WGS84",20.2,134.9,0.2,"OK",,"2021-04-12T14:35Z","BLAN.2021.16","BLAN_012.20210412","A00000161919","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-9356-3117",,
"898bddd6-beca-48f5-8fa6-e9a64dcb9a04","BLAN_015.tickPlot.tck","D02","BLAN","BLAN_015","distributed","deciduousForest",39.088729,-77.955492,"WGS84",20.1,125.9,0.2,"OK",,"2021-04-12T15:25Z","BLAN.2021.16",,,"drag",160,"N",,,,,"NEON.DOC.014045vK","0000-0001-9356-3117",,
"430b03b0-8b28-42c7-9e2d-2e94f9108405","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,"OK",,"2021-04-12T16:16Z","BLAN.2021.16","BLAN_004.20210412","A00000071845","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-9356-3117",,
"88b670b2-9dae-45fa-b5c7-f0545d284651","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.083875,-77.966321,"WGS84",20.1,159.2,0.1,"OK",,"2021-04-12T16:46Z","BLAN.2021.16",,,"drag",160,"N",,,,,"NEON.DOC.014045vK","0000-0001-9356-3117",,
"f136f79d-12d2-442e-abe4-43b14c43f5ba","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086224,-77.972736,"WGS84",20.2,168.3,0.3,"OK",,"2021-04-12T17:39Z","BLAN.2021.16","BLAN_005.20210412","A00000069309","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-9356-3117",,
"3de987c8-c211-4ec4-be20-42498242c678","BLAN_020.tickPlot.tck","D02","BLAN","BLAN_020","distributed","pastureHay",39.101651,-77.981855,"WGS84",20.1,159.0,0.1,"OK",,"2021-04-12T18:31Z","BLAN.2021.16","BLAN_020.20210412","A00000161917","drag",145,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-9356-3117",,
"89bde947-963a-41b8-a90f-e93670468ab6","BLAN_012.tickPlot.tck","D02","BLAN","BLAN_012","distributed","deciduousForest",39.082719,-77.959590,"WGS84",20.2,134.9,0.2,"OK",,"2021-04-28T13:55Z","BLAN.2021.18","BLAN_012.20210428","A00000069344","drag",164,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0003-4806-3126",,
"eef1196a-cf07-4007-9e5a-fa0985ad16ce","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.083875,-77.966321,"WGS84",20.1,159.2,0.1,"OK",,"2021-04-28T14:37Z","BLAN.2021.18","BLAN_008.20210428","A00000161918","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-9356-3117",,
"802af590-cc96-4553-b3ed-f384f587cfec","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086224,-77.972736,"WGS84",20.2,168.3,0.3,"OK",,"2021-04-28T15:19Z","BLAN.2021.18",,,"drag",163,"N",,,,,"NEON.DOC.014045vK","0000-0001-9356-3117",,
"8bb3474d-782d-4d33-b654-2b0c5b7c4762","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,"OK",,"2021-04-28T16:35Z","BLAN.2021.18",,,"drag",160,"N",,,,,"NEON.DOC.014045vK","0000-0003-4806-3126",,
"2b68310c-97fb-4f87-9f6b-f70d0eb0cae1","BLAN_015.tickPlot.tck","D02","BLAN","BLAN_015","distributed","deciduousForest",39.088729,-77.955492,"WGS84",20.1,125.9,0.2,"OK",,"2021-04-28T17:15Z","BLAN.2021.18","BLAN_015.20210428","A00000162845","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0003-4806-3126",,
"39666a27-0d33-42df-a2bc-9aa28cf91bc6","BLAN_020.tickPlot.tck","D02","BLAN","BLAN_020","distributed","pastureHay",39.101651,-77.981855,"WGS84",20.1,159.0,0.1,"OK",,"2021-04-28T18:15Z","BLAN.2021.18","BLAN_020.20210428","A00000162848","drag",165,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0003-4806-3126",,
