uid,namedLocation,siteID,domainID,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,dataQF
"dc801a57-b2e6-4727-8fa4-691a60d53184","BLAN_020.tickPlot.tck","BLAN","D02","BLAN_020","2023-09-05T15:42Z","2024-02-05T17:00Z","BLAN_020.20230905","BLAN_020.20230905.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",1000,"OK","95% ethanol","USNMENT1510876",,"L. Beati","Georgia Southern University",,
"3a94c107-574f-49e0-baa5-1993def54a8d","BLAN_012.tickPlot.tck","BLAN","D02","BLAN_012","2023-09-05T17:53Z","2024-02-05T17:00Z","BLAN_012.20230905","BLAN_012.20230905.ARTHRO.A",,,,,,,,,,,,,,"GSU_tickIdentification_SOP_2021.pdf",,,,,"Other",,,,"L. Beati","Georgia Southern University","Not a tick",
"2d7035f1-144d-40d4-b088-e5f2208abbc6","BLAN_015.tickPlot.tck","BLAN","D02","BLAN_015","2023-09-06T14:32Z","2024-02-05T17:00Z","BLAN_015.20230906","BLAN_015.20230906.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",31,"OK","95% ethanol","USNMENT1510866",,"L. Beati","Georgia Southern University",,
"d9ef0db6-51de-4959-b462-e13b72216e40","BLAN_005.tickPlot.tck","BLAN","D02","BLAN_005","2023-09-06T15:57Z","2024-02-05T17:00Z","BLAN_005.20230906","BLAN_005.20230906.IXOSP.L","Ixodidae sp.","IXOSP","family","Ixodidae",,,,,,"sp.",,,,"GSU_tickIdentification_SOP_2021.pdf",,,"Larva",19,"OK","95% ethanol","USNMENT1510901",,"L. Beati","Georgia Southern University",,
